,username,gender,age,occupation,age,zipcode,password
3191,user3192,M,18,college/grad student,18-24,02912,youaresosmartifyoufiguredoutthispassword
3192,user3193,M,25,other or not specified,25-34,92019,youaresosmartifyoufiguredoutthispassword
3193,user3194,M,25,scientist,25-34,92648,youaresosmartifyoufiguredoutthispassword
3194,user3195,M,18,college/grad student,18-24,80228,youaresosmartifyoufiguredoutthispassword
3195,user3196,F,18,college/grad student,18-24,45219,youaresosmartifyoufiguredoutthispassword
3196,user3197,F,18,sales/marketing,18-24,94110,youaresosmartifyoufiguredoutthispassword
3197,user3198,M,25,programmer,25-34,94110,youaresosmartifyoufiguredoutthispassword
3198,user3199,M,18,other or not specified,18-24,57106,youaresosmartifyoufiguredoutthispassword
3199,user3200,F,25,academic/educator,25-34,98144,youaresosmartifyoufiguredoutthispassword
3200,user3201,M,45,executive/managerial,45-49,35216,youaresosmartifyoufiguredoutthispassword
3201,user3202,F,18,college/grad student,18-24,24060,youaresosmartifyoufiguredoutthispassword
3202,user3203,M,35,other or not specified,35-44,90254,youaresosmartifyoufiguredoutthispassword
3203,user3204,M,45,self-employed,45-49,80304,youaresosmartifyoufiguredoutthispassword
3204,user3205,F,35,self-employed,35-44,80304,youaresosmartifyoufiguredoutthispassword
3205,user3206,M,18,writer,18-24,44089,youaresosmartifyoufiguredoutthispassword
3206,user3207,M,35,executive/managerial,35-44,60610,youaresosmartifyoufiguredoutthispassword
3207,user3208,M,25,sales/marketing,25-34,30342,youaresosmartifyoufiguredoutthispassword
3208,user3209,M,25,other or not specified,25-34,21555,youaresosmartifyoufiguredoutthispassword
3209,user3210,F,45,other or not specified,45-49,02115,youaresosmartifyoufiguredoutthispassword
3210,user3211,M,50,self-employed,50-55,20015,youaresosmartifyoufiguredoutthispassword
3211,user3212,F,25,technician/engineer,25-34,11215,youaresosmartifyoufiguredoutthispassword
3212,user3213,F,25,academic/educator,25-34,83705,youaresosmartifyoufiguredoutthispassword
3213,user3214,F,56,executive/managerial,56+,10019,youaresosmartifyoufiguredoutthispassword
3214,user3215,F,50,retired,50-55,55447,youaresosmartifyoufiguredoutthispassword
3215,user3216,M,35,academic/educator,35-44,54481,youaresosmartifyoufiguredoutthispassword
3216,user3217,F,35,other or not specified,35-44,92630,youaresosmartifyoufiguredoutthispassword
3217,user3218,M,56,doctor/health care,56+,48070,youaresosmartifyoufiguredoutthispassword
3218,user3219,F,18,college/grad student,18-24,54302,youaresosmartifyoufiguredoutthispassword
3219,user3220,M,35,executive/managerial,35-44,54016,youaresosmartifyoufiguredoutthispassword
3220,user3221,M,25,other or not specified,25-34,19106,youaresosmartifyoufiguredoutthispassword
3221,user3222,M,35,executive/managerial,35-44,10583,youaresosmartifyoufiguredoutthispassword
3222,user3223,M,25,writer,25-34,10014,youaresosmartifyoufiguredoutthispassword
3223,user3224,F,25,sales/marketing,25-34,93428,youaresosmartifyoufiguredoutthispassword
3224,user3225,M,18,other or not specified,18-24,15237,youaresosmartifyoufiguredoutthispassword
3225,user3226,M,35,college/grad student,35-44,10027,youaresosmartifyoufiguredoutthispassword
3226,user3227,F,25,sales/marketing,25-34,60657,youaresosmartifyoufiguredoutthispassword
3227,user3228,M,25,sales/marketing,25-34,05448,youaresosmartifyoufiguredoutthispassword
3228,user3229,F,56,academic/educator,56+,93105,youaresosmartifyoufiguredoutthispassword
3229,user3230,M,35,self-employed,35-44,92630,youaresosmartifyoufiguredoutthispassword
3230,user3231,M,25,executive/managerial,25-34,55112,youaresosmartifyoufiguredoutthispassword
3231,user3232,M,35,programmer,35-44,92821,youaresosmartifyoufiguredoutthispassword
3232,user3233,M,50,artist,50-55,60660,youaresosmartifyoufiguredoutthispassword
3233,user3234,F,1,other or not specified,Under 18,90012,youaresosmartifyoufiguredoutthispassword
3234,user3235,M,18,college/grad student,18-24,87801,youaresosmartifyoufiguredoutthispassword
3235,user3236,M,18,scientist,18-24,87111,youaresosmartifyoufiguredoutthispassword
3236,user3237,M,35,executive/managerial,35-44,05401,youaresosmartifyoufiguredoutthispassword
3237,user3238,M,35,executive/managerial,35-44,10069,youaresosmartifyoufiguredoutthispassword
3238,user3239,F,25,programmer,25-34,07730,youaresosmartifyoufiguredoutthispassword
3239,user3240,M,18,college/grad student,18-24,55403,youaresosmartifyoufiguredoutthispassword
3240,user3241,F,50,other or not specified,50-55,20004,youaresosmartifyoufiguredoutthispassword
3241,user3242,M,50,retired,50-55,94089,youaresosmartifyoufiguredoutthispassword
3242,user3243,M,25,programmer,25-34,98117,youaresosmartifyoufiguredoutthispassword
3243,user3244,F,18,college/grad student,18-24,92647,youaresosmartifyoufiguredoutthispassword
3244,user3245,M,18,artist,18-24,08820,youaresosmartifyoufiguredoutthispassword
3245,user3246,F,35,academic/educator,35-44,85258,youaresosmartifyoufiguredoutthispassword
3246,user3247,M,35,scientist,35-44,92649,youaresosmartifyoufiguredoutthispassword
3247,user3248,F,25,executive/managerial,25-34,94115,youaresosmartifyoufiguredoutthispassword
3248,user3249,F,25,college/grad student,25-34,92648,youaresosmartifyoufiguredoutthispassword
3249,user3250,M,25,college/grad student,25-34,90069,youaresosmartifyoufiguredoutthispassword
3250,user3251,M,35,technician/engineer,35-44,15330,youaresosmartifyoufiguredoutthispassword
3251,user3252,M,50,other or not specified,50-55,76067,youaresosmartifyoufiguredoutthispassword
3252,user3253,F,35,college/grad student,35-44,26505,youaresosmartifyoufiguredoutthispassword
3253,user3254,F,35,doctor/health care,35-44,95843,youaresosmartifyoufiguredoutthispassword
3254,user3255,F,25,scientist,25-34,91902,youaresosmartifyoufiguredoutthispassword
3255,user3256,M,25,scientist,25-34,92111,youaresosmartifyoufiguredoutthispassword
3256,user3257,M,25,sales/marketing,25-34,94105,youaresosmartifyoufiguredoutthispassword
3257,user3258,M,45,doctor/health care,45-49,02339,youaresosmartifyoufiguredoutthispassword
3258,user3259,F,18,college/grad student,18-24,95616,youaresosmartifyoufiguredoutthispassword
3259,user3260,M,25,college/grad student,25-34,44514,youaresosmartifyoufiguredoutthispassword
3260,user3261,M,45,writer,45-49,87505,youaresosmartifyoufiguredoutthispassword
3261,user3262,M,25,sales/marketing,25-34,55391,youaresosmartifyoufiguredoutthispassword
3262,user3263,M,50,lawyer,50-55,66048,youaresosmartifyoufiguredoutthispassword
3263,user3264,F,25,academic/educator,25-34,94536,youaresosmartifyoufiguredoutthispassword
3264,user3265,M,25,scientist,25-34,53704,youaresosmartifyoufiguredoutthispassword
3265,user3266,F,25,college/grad student,25-34,95616,youaresosmartifyoufiguredoutthispassword
3266,user3267,M,25,college/grad student,25-34,78705,youaresosmartifyoufiguredoutthispassword
3267,user3268,M,25,programmer,25-34,04106,youaresosmartifyoufiguredoutthispassword
3268,user3269,F,18,writer,18-24,45220,youaresosmartifyoufiguredoutthispassword
3269,user3270,M,18,lawyer,18-24,45220,youaresosmartifyoufiguredoutthispassword
3270,user3271,F,35,other or not specified,35-44,92704,youaresosmartifyoufiguredoutthispassword
3271,user3272,M,35,other or not specified,35-44,08330,youaresosmartifyoufiguredoutthispassword
3272,user3273,M,35,executive/managerial,35-44,11201,youaresosmartifyoufiguredoutthispassword
3273,user3274,M,25,writer,25-34,02062,youaresosmartifyoufiguredoutthispassword
3274,user3275,M,35,executive/managerial,35-44,10028,youaresosmartifyoufiguredoutthispassword
3275,user3276,M,25,writer,25-34,55391,youaresosmartifyoufiguredoutthispassword
3276,user3277,M,25,technician/engineer,25-34,94107,youaresosmartifyoufiguredoutthispassword
3277,user3278,M,35,executive/managerial,35-44,10014,youaresosmartifyoufiguredoutthispassword
3278,user3279,M,45,scientist,45-49,92880,youaresosmartifyoufiguredoutthispassword
3279,user3280,M,25,executive/managerial,25-34,33486,youaresosmartifyoufiguredoutthispassword
3280,user3281,M,25,technician/engineer,25-34,79705,youaresosmartifyoufiguredoutthispassword
3281,user3282,M,45,clerical/admin,45-49,20009,youaresosmartifyoufiguredoutthispassword
3282,user3283,M,35,self-employed,35-44,66208,youaresosmartifyoufiguredoutthispassword
3283,user3284,M,25,doctor/health care,25-34,48197,youaresosmartifyoufiguredoutthispassword
3284,user3285,M,25,college/grad student,25-34,44706,youaresosmartifyoufiguredoutthispassword
3285,user3286,F,35,executive/managerial,35-44,80013,youaresosmartifyoufiguredoutthispassword
3286,user3287,M,56,retired,56+,27514-3540,youaresosmartifyoufiguredoutthispassword
3287,user3288,M,25,sales/marketing,25-34,94133,youaresosmartifyoufiguredoutthispassword
3288,user3289,M,45,doctor/health care,45-49,95695,youaresosmartifyoufiguredoutthispassword
3289,user3290,M,25,sales/marketing,25-34,90292,youaresosmartifyoufiguredoutthispassword
3290,user3291,F,25,executive/managerial,25-34,27516,youaresosmartifyoufiguredoutthispassword
3291,user3292,F,50,doctor/health care,50-55,79410,youaresosmartifyoufiguredoutthispassword
3292,user3293,M,45,sales/marketing,45-49,37343,youaresosmartifyoufiguredoutthispassword
3293,user3294,M,18,college/grad student,18-24,78749,youaresosmartifyoufiguredoutthispassword
3294,user3295,M,18,tradesman/craftsman,18-24,92123,youaresosmartifyoufiguredoutthispassword
3295,user3296,M,18,sales/marketing,18-24,90292,youaresosmartifyoufiguredoutthispassword
3296,user3297,M,18,college/grad student,18-24,91325,youaresosmartifyoufiguredoutthispassword
3297,user3298,M,1,K-12 student,Under 18,20876,youaresosmartifyoufiguredoutthispassword
3298,user3299,F,25,college/grad student,25-34,19119,youaresosmartifyoufiguredoutthispassword
3299,user3300,M,35,customer service,35-44,19119,youaresosmartifyoufiguredoutthispassword
3300,user3301,F,25,artist,25-34,85719,youaresosmartifyoufiguredoutthispassword
3301,user3302,M,25,technician/engineer,25-34,74074,youaresosmartifyoufiguredoutthispassword
3302,user3303,M,56,technician/engineer,56+,06405,youaresosmartifyoufiguredoutthispassword
3303,user3304,F,45,customer service,45-49,92649,youaresosmartifyoufiguredoutthispassword
3304,user3305,M,56,writer,56+,94708,youaresosmartifyoufiguredoutthispassword
3305,user3306,M,45,sales/marketing,45-49,60045,youaresosmartifyoufiguredoutthispassword
3306,user3307,M,50,doctor/health care,50-55,90640,youaresosmartifyoufiguredoutthispassword
3307,user3308,F,18,writer,18-24,15701-1348,youaresosmartifyoufiguredoutthispassword
3308,user3309,M,25,technician/engineer,25-34,20707,youaresosmartifyoufiguredoutthispassword
3309,user3310,M,45,sales/marketing,45-49,12561,youaresosmartifyoufiguredoutthispassword
3310,user3311,M,25,college/grad student,25-34,90039,youaresosmartifyoufiguredoutthispassword
3311,user3312,F,18,college/grad student,18-24,90039,youaresosmartifyoufiguredoutthispassword
3312,user3313,M,35,writer,35-44,90292,youaresosmartifyoufiguredoutthispassword
3313,user3314,M,25,executive/managerial,25-34,06516,youaresosmartifyoufiguredoutthispassword
3314,user3315,M,25,programmer,25-34,78731,youaresosmartifyoufiguredoutthispassword
3315,user3316,M,1,unemployed,Under 18,92557,youaresosmartifyoufiguredoutthispassword
3316,user3317,M,25,college/grad student,25-34,78705,youaresosmartifyoufiguredoutthispassword
3317,user3318,M,56,retired,56+,30047,youaresosmartifyoufiguredoutthispassword
3318,user3319,F,56,retired,56+,92308,youaresosmartifyoufiguredoutthispassword
3319,user3320,M,25,academic/educator,25-34,56082,youaresosmartifyoufiguredoutthispassword
3320,user3321,M,35,academic/educator,35-44,95380,youaresosmartifyoufiguredoutthispassword
3321,user3322,F,18,college/grad student,18-24,68516,youaresosmartifyoufiguredoutthispassword
3322,user3323,M,35,sales/marketing,35-44,11784,youaresosmartifyoufiguredoutthispassword
3323,user3324,M,35,technician/engineer,35-44,48083,youaresosmartifyoufiguredoutthispassword
3324,user3325,F,35,sales/marketing,35-44,39180,youaresosmartifyoufiguredoutthispassword
3325,user3326,M,45,executive/managerial,45-49,64138,youaresosmartifyoufiguredoutthispassword
3326,user3327,M,18,programmer,18-24,91423,youaresosmartifyoufiguredoutthispassword
3327,user3328,M,56,unemployed,56+,91790-1161,youaresosmartifyoufiguredoutthispassword
3328,user3329,M,50,tradesman/craftsman,50-55,72601,youaresosmartifyoufiguredoutthispassword
3329,user3330,F,35,academic/educator,35-44,47933,youaresosmartifyoufiguredoutthispassword
3330,user3331,F,25,executive/managerial,25-34,06854,youaresosmartifyoufiguredoutthispassword
3331,user3332,M,25,executive/managerial,25-34,06854,youaresosmartifyoufiguredoutthispassword
3332,user3333,M,18,self-employed,18-24,29404-2205,youaresosmartifyoufiguredoutthispassword
3333,user3334,M,35,other or not specified,35-44,09142,youaresosmartifyoufiguredoutthispassword
3334,user3335,M,25,other or not specified,25-34,10023,youaresosmartifyoufiguredoutthispassword
3335,user3336,M,35,technician/engineer,35-44,93436,youaresosmartifyoufiguredoutthispassword
3336,user3337,M,25,college/grad student,25-34,97214,youaresosmartifyoufiguredoutthispassword
3337,user3338,M,45,self-employed,45-49,08053,youaresosmartifyoufiguredoutthispassword
3338,user3339,M,25,technician/engineer,25-34,44118,youaresosmartifyoufiguredoutthispassword
3339,user3340,M,45,self-employed,45-49,48097,youaresosmartifyoufiguredoutthispassword
3340,user3341,M,25,writer,25-34,91730,youaresosmartifyoufiguredoutthispassword
3341,user3342,F,25,customer service,25-34,92705,youaresosmartifyoufiguredoutthispassword
3342,user3343,F,18,college/grad student,18-24,79912,youaresosmartifyoufiguredoutthispassword
3343,user3344,M,35,other or not specified,35-44,08902,youaresosmartifyoufiguredoutthispassword
3344,user3345,M,25,executive/managerial,25-34,18655,youaresosmartifyoufiguredoutthispassword
3345,user3346,M,35,executive/managerial,35-44,54016,youaresosmartifyoufiguredoutthispassword
3346,user3347,F,35,executive/managerial,35-44,91362,youaresosmartifyoufiguredoutthispassword
3347,user3348,M,45,self-employed,45-49,94546,youaresosmartifyoufiguredoutthispassword
3348,user3349,F,18,college/grad student,18-24,92054,youaresosmartifyoufiguredoutthispassword
3349,user3350,F,18,other or not specified,18-24,20815,youaresosmartifyoufiguredoutthispassword
3350,user3351,F,18,customer service,18-24,92870,youaresosmartifyoufiguredoutthispassword
3351,user3352,M,35,other or not specified,35-44,30533,youaresosmartifyoufiguredoutthispassword
3352,user3353,M,35,technician/engineer,35-44,92688,youaresosmartifyoufiguredoutthispassword
3353,user3354,M,25,executive/managerial,25-34,18615,youaresosmartifyoufiguredoutthispassword
3354,user3355,M,25,academic/educator,25-34,400060,youaresosmartifyoufiguredoutthispassword
3355,user3356,M,35,executive/managerial,35-44,95031,youaresosmartifyoufiguredoutthispassword
3356,user3357,M,25,tradesman/craftsman,25-34,64055,youaresosmartifyoufiguredoutthispassword
3357,user3358,F,25,academic/educator,25-34,91790,youaresosmartifyoufiguredoutthispassword
3358,user3359,M,25,writer,25-34,22936,youaresosmartifyoufiguredoutthispassword
3359,user3360,F,25,other or not specified,25-34,92646,youaresosmartifyoufiguredoutthispassword
3360,user3361,M,25,college/grad student,25-34,91790,youaresosmartifyoufiguredoutthispassword
3361,user3362,F,25,other or not specified,25-34,90212,youaresosmartifyoufiguredoutthispassword
3362,user3363,F,35,homemaker,35-44,04046,youaresosmartifyoufiguredoutthispassword
3363,user3364,M,56,retired,56+,17033,youaresosmartifyoufiguredoutthispassword
3364,user3365,M,50,technician/engineer,50-55,23059,youaresosmartifyoufiguredoutthispassword
3365,user3366,M,35,sales/marketing,35-44,08750,youaresosmartifyoufiguredoutthispassword
3366,user3367,M,50,self-employed,50-55,10025,youaresosmartifyoufiguredoutthispassword
3367,user3368,M,25,sales/marketing,25-34,55435,youaresosmartifyoufiguredoutthispassword
3368,user3369,M,45,tradesman/craftsman,45-49,14701,youaresosmartifyoufiguredoutthispassword
3369,user3370,M,18,college/grad student,18-24,92833,youaresosmartifyoufiguredoutthispassword
3370,user3371,M,25,artist,25-34,55405,youaresosmartifyoufiguredoutthispassword
3371,user3372,M,56,retired,56+,55118,youaresosmartifyoufiguredoutthispassword
3372,user3373,M,18,self-employed,18-24,94709,youaresosmartifyoufiguredoutthispassword
3373,user3374,M,35,customer service,35-44,64801,youaresosmartifyoufiguredoutthispassword
3374,user3375,M,25,college/grad student,25-34,89193,youaresosmartifyoufiguredoutthispassword
3375,user3376,M,35,self-employed,35-44,10803,youaresosmartifyoufiguredoutthispassword
3376,user3377,M,25,technician/engineer,25-34,03570,youaresosmartifyoufiguredoutthispassword
3377,user3378,M,18,college/grad student,18-24,48135,youaresosmartifyoufiguredoutthispassword
